,at,content,reviewCreatedVersion,thumbsUpCount,content,topic
128,2021-08-26 21:11:49,"Llevo un mes de uso, Le falta más intuitiva, es complicado hacer una transferencia, te da muchas opciones asta que encuentras la correcta, es de buscarle y tratar de entenderle, quise hacer una recarga movistar y no encuentro la compañía movistar, esta telcel y AT&T etc., menos movistar, se tarda en dar de alta un número de cuenta y/o tarjeta, si te sales de la app por cualquier razón y quieres volver a ingresar tienes que esperar 5 minutos, pero ahí la llevan, con más actualizaciones mejorará",5.61,50,"Llevo un mes de uso, Le falta más intuitiva, es complicado hacer una transferencia, te da muchas opciones asta que encuentras la correcta, es de buscarle y tratar de entenderle, quise hacer una recarga movistar y no encuentro la compañía movistar, esta telcel y AT&T etc., menos movistar, se tarda en dar de alta un número de cuenta y/o tarjeta, si te sales de la app por cualquier razón y quieres volver a ingresar tienes que esperar 5 minutos, pero ahí la llevan, con más actualizaciones mejorará",transferencias
130,2021-06-15 23:48:22,"Es una muy mala aplicación demasiados problemas, por teléfono no resuelven nada, tarde más de 12 hrs en dar de alta una cuenta y poder hacer una transferencia, pésimo servicio en línea una experiencia de las más malas q he tenido en mi vida pésima aplicación y servicios en línea según tienen mucha seguridad y es el banco que más jaquean de los q conozco, urge mejorar todo su sistema",5.59.2,50,"Es una muy mala aplicación demasiados problemas, por teléfono no resuelven nada, tarde más de 12 hrs en dar de alta una cuenta y poder hacer una transferencia, pésimo servicio en línea una experiencia de las más malas q he tenido en mi vida pésima aplicación y servicios en línea según tienen mucha seguridad y es el banco que más jaquean de los q conozco, urge mejorar todo su sistema",transferencias
132,2021-08-10 03:42:18,"Me gustaría que dejaran entrar a la app en cualquier momento, las veces que sea; no tener que esperar 5 minutos cada vez que la cierras. También deberían permitir poder usarla, aunque estés con sesión abierta de la banca en línea en una computadora. Deberían permitir hacer transferencias, sin tener que dar de alta las cuentas o tarjetas, porque además al hacerlo, hay que esperar una hora y media para poder transferir, lo cual, considero que es muchísimo tiempo.",5.61,49,"Me gustaría que dejaran entrar a la app en cualquier momento, las veces que sea; no tener que esperar 5 minutos cada vez que la cierras. También deberían permitir poder usarla, aunque estés con sesión abierta de la banca en línea en una computadora. Deberían permitir hacer transferencias, sin tener que dar de alta las cuentas o tarjetas, porque además al hacerlo, hay que esperar una hora y media para poder transferir, lo cual, considero que es muchísimo tiempo.",transferencias
138,2021-04-12 13:01:58,"Su aplicación es una basura. Te tardas más en iniciar sesión que en una transferencia, para todo te mandan a comunicarte a super línea y tampoco te dan soluciones. Quiero restablecer mi contraseña y nada más me pone puras trabas, y nunca me atiende un asesor telefónico y hasta ni contestan. Es muy incómodo tener mi nómina aquí. Una aplicación muy fea.",5.59.2,47,"Su aplicación es una basura. Te tardas más en iniciar sesión que en una transferencia, para todo te mandan a comunicarte a super línea y tampoco te dan soluciones. Quiero restablecer mi contraseña y nada más me pone puras trabas, y nunca me atiende un asesor telefónico y hasta ni contestan. Es muy incómodo tener mi nómina aquí. Una aplicación muy fea.",transferencias
142,2020-09-12 05:43:39,"Se traba mucho, desde hace unos meses a la fecha tengo mucho problemas se queda cargando y cargando y lo peor de todo es que no termina de hacer la transferencia y tengo que esperar 5 minutos para verificar si, si fue enviado el dinero o cuando entro al ingresar mi contraseña aparece como si estuviera entrando y ya me marca error y quiero entrar se nuevo y me dice que hay sesión abierta y tengo que esperar 5 minutos.",5.57.7,46,"Se traba mucho, desde hace unos meses a la fecha tengo mucho problemas se queda cargando y cargando y lo peor de todo es que no termina de hacer la transferencia y tengo que esperar 5 minutos para verificar si, si fue enviado el dinero o cuando entro al ingresar mi contraseña aparece como si estuviera entrando y ya me marca error y quiero entrar se nuevo y me dice que hay sesión abierta y tengo que esperar 5 minutos.",transferencias
145,2020-11-26 11:28:43,"Interfaz de usuario un poco absoleta. La mayoría de las opciones funciona a la perfección excepto por dos cosas: 1) cuando realizo pagos o transferencias ya no me deja tomar captura de pantalla. Y si le doy exportar o guardar no me deja guardar en mi galería, me obliga a subirlo a Google Drive u otro servicio en la nube. 2) active el servicio de transferencias Rapidas, pero después de ingresar los datos de la cuenta, tarjeta, clabe etc... No muestra nada en pantalla y no puedo proceder. Ayuda!",5.58.2,46,"Interfaz de usuario un poco absoleta. La mayoría de las opciones funciona a la perfección excepto por dos cosas: 1) cuando realizo pagos o transferencias ya no me deja tomar captura de pantalla. Y si le doy exportar o guardar no me deja guardar en mi galería, me obliga a subirlo a Google Drive u otro servicio en la nube. 2) active el servicio de transferencias Rapidas, pero después de ingresar los datos de la cuenta, tarjeta, clabe etc... No muestra nada en pantalla y no puedo proceder. Ayuda!",transferencias
147,2021-09-05 18:40:07,"La ultima actualizacion ya no me deja hacer transferencias , ni consultar mis movimientos en la cuenta , se cierra antes y tengo que esperar unos minutos para poder usarla otra vez ,y el problema sigue. Ya hace mucho que el problema fue resuelto en las siguientes actualizaciones (solo que no había dado mi opinión ) a vuelto a funcionar bien para todo lo que antes me fallaba , solo en raras ocasiones se bloquea y tengo que cerrar la aplicación , por eso las 4 estrellas ,pero si la recomiendo ..",5.61,45,"La ultima actualizacion ya no me deja hacer transferencias , ni consultar mis movimientos en la cuenta , se cierra antes y tengo que esperar unos minutos para poder usarla otra vez ,y el problema sigue. Ya hace mucho que el problema fue resuelto en las siguientes actualizaciones (solo que no había dado mi opinión ) a vuelto a funcionar bien para todo lo que antes me fallaba , solo en raras ocasiones se bloquea y tengo que cerrar la aplicación , por eso las 4 estrellas ,pero si la recomiendo ..",transferencias
151,2020-12-03 19:18:03,"Ya solo la tengo para revisar mi cuenta, hacer transacciones de vez en cuando desde hace más de 2 años, ya que constantemente se cierra por errores de la aplicación (con otros 2 bancos no me pasa)y te tienes que esperar por qué no identifica que se cerró y marca que hay una seción abierta, también siguen sin manejar notificaciones cuando se realiza una transferencia o cobro, eso ayudaría a saber cuándo te hagan algún deposito o cuando te hagan algún cobro",5.58.2,44,"Ya solo la tengo para revisar mi cuenta, hacer transacciones de vez en cuando desde hace más de 2 años, ya que constantemente se cierra por errores de la aplicación (con otros 2 bancos no me pasa)y te tienes que esperar por qué no identifica que se cerró y marca que hay una seción abierta, también siguen sin manejar notificaciones cuando se realiza una transferencia o cobro, eso ayudaría a saber cuándo te hagan algún deposito o cuando te hagan algún cobro",transferencias
152,2020-11-24 13:33:45,"Tanto la aplicación como en sucursal son muy incongruentes, tarda demasiado en dar de alta las transferencias a otros bancos. Según el correo que envían confirmando la alta ya está, quieres transferir y aún así no te deja, cada que quieres hacer algo, te dice en ese momento no es posible realizarlo. Así que porfavor decidan y pongan las horas a las que se pueden realizar los movimientos.",5.58.1,43,"Tanto la aplicación como en sucursal son muy incongruentes, tarda demasiado en dar de alta las transferencias a otros bancos. Según el correo que envían confirmando la alta ya está, quieres transferir y aún así no te deja, cada que quieres hacer algo, te dice en ese momento no es posible realizarlo. Así que porfavor decidan y pongan las horas a las que se pueden realizar los movimientos.",transferencias
153,2020-08-16 11:04:43,"Muy mala comparada con otras apps bancarias. 1. No puedo hacer transferencias rápidas, ya que aún después de esperar más de 10 minutos, el botón no se habilita. 2. Me ofrecieron TAPP y solo permite el máximo de 2mil pesos al día. 3. Demasiados clics para enviar el comprobante de transferencias por WhatsApp. No me dejan mas que cambiarme de banco por su app :(",5.57.6,43,"Muy mala comparada con otras apps bancarias. 1. No puedo hacer transferencias rápidas, ya que aún después de esperar más de 10 minutos, el botón no se habilita. 2. Me ofrecieron TAPP y solo permite el máximo de 2mil pesos al día. 3. Demasiados clics para enviar el comprobante de transferencias por WhatsApp. No me dejan mas que cambiarme de banco por su app :(",transferencias
154,2021-03-08 07:58:33,"Es completamente un fiasco, quiero hacer transferencias de emergencia y me marca error. Tengo que desinstalar, volver a instalar, registrar, esperar el supertoken, se bloquea de 2 a 4 horas, me pide cambiar la clave mensualmente, por culpa de ésta app nefasta he quedado mal en mis pagos, no se confien! Es un asco de app. Y sobre todo nunca agarra la huella digital. Gente... no pierdan su valioso tiempo con esto, en serio. Arreglen eso y cambio el comentario.",5.58.5,43,"Es completamente un fiasco, quiero hacer transferencias de emergencia y me marca error. Tengo que desinstalar, volver a instalar, registrar, esperar el supertoken, se bloquea de 2 a 4 horas, me pide cambiar la clave mensualmente, por culpa de ésta app nefasta he quedado mal en mis pagos, no se confien! Es un asco de app. Y sobre todo nunca agarra la huella digital. Gente... no pierdan su valioso tiempo con esto, en serio. Arreglen eso y cambio el comentario.",transferencias
158,2021-08-14 01:53:15,"no es muy intuitiva pero sabiendola usar cumple. creo que hay algunas cosas que sacan de quicio como usuario. ejemplo: esperar 5 minutos para volver a iniciar sesión, la forma de enviar una transferencia rápida no es nada intuitiva, también los retiros sin tarjeta son un poco complicados al inicio, no puedo guardar la imágen del retiro en mi teléfono y claro, no puedo tomar SS. es x seguirad, pero sería mejor una app mas robusta que basar su seguiridad en el nivel físico. 2.5/5 pq' cumple",5.61,42,"no es muy intuitiva pero sabiendola usar cumple. creo que hay algunas cosas que sacan de quicio como usuario. ejemplo: esperar 5 minutos para volver a iniciar sesión, la forma de enviar una transferencia rápida no es nada intuitiva, también los retiros sin tarjeta son un poco complicados al inicio, no puedo guardar la imágen del retiro en mi teléfono y claro, no puedo tomar SS. es x seguirad, pero sería mejor una app mas robusta que basar su seguiridad en el nivel físico. 2.5/5 pq' cumple",transferencias
